,loss,accuracy,val_loss,val_accuracy,lr
0,0.8866405487060547,0.6357142925262451,1.8813884258270264,0.16285714507102966,1e-04
1,0.56856769323349,0.8007143139839172,1.817587971687317,0.28761905431747437,1e-04
2,0.47049951553344727,0.8257142901420593,2.4936535358428955,0.28761905431747437,1e-04
3,0.42495009303092957,0.8657143115997314,3.33846116065979,0.28761905431747437,1e-04
4,0.4371558129787445,0.8407142758369446,2.805525779724121,0.2923809587955475,1e-04
5,0.42024004459381104,0.8550000190734863,2.397162437438965,0.40095236897468567,1e-04
6,0.3371399939060211,0.8799999952316284,2.3435232639312744,0.49619048833847046,1e-04
7,0.15309956669807434,0.9435714483261108,1.6075395345687866,0.5552380681037903,5e-05
8,0.10652181506156921,0.9649999737739563,0.5776036381721497,0.7571428418159485,5e-05
9,0.07399645447731018,0.9785714149475098,0.2456124722957611,0.9171428680419922,5e-05
10,0.056015048176050186,0.9807142615318298,0.22885707020759583,0.915238082408905,5e-05
11,0.1011161133646965,0.9621428847312927,0.18250754475593567,0.9209523797035217,5e-05
12,0.14646016061306,0.9507142901420593,0.16433866322040558,0.9314285516738892,5e-05
13,0.13516344130039215,0.9507142901420593,0.2519371211528778,0.9180952310562134,5e-05
14,0.10112282633781433,0.9678571224212646,0.13661324977874756,0.9476190209388733,5e-05
15,0.0632876455783844,0.9728571176528931,0.18136101961135864,0.9323809742927551,5e-05
16,0.05153574422001839,0.9842857122421265,0.24837931990623474,0.9276190400123596,5e-05
17,0.04471563175320625,0.9850000143051147,0.09232666343450546,0.9666666388511658,5e-05
18,0.10903245955705643,0.9642857313156128,0.22501549124717712,0.9219047427177429,5e-05
19,0.10258963704109192,0.9642857313156128,0.1751377135515213,0.9438095092773438,5e-05
20,0.08228487521409988,0.9700000286102295,0.08485560864210129,0.9733333587646484,5e-05
21,0.09034915268421173,0.9685714244842529,0.14997893571853638,0.9466666579246521,5e-05
22,0.15252327919006348,0.9521428346633911,0.20832322537899017,0.9238095283508301,5e-05
23,0.09318079054355621,0.9657142758369446,0.22062477469444275,0.9285714030265808,5e-05
24,0.09444354474544525,0.9692857265472412,0.16848435997962952,0.9266666769981384,5e-05
25,0.04369492456316948,0.9828571677207947,0.095940001308918,0.9666666388511658,5e-05
26,0.02982458472251892,0.9900000095367432,0.07548648864030838,0.9723809361457825,2.5e-05
27,0.020479418337345123,0.9957143068313599,0.019293366000056267,0.9933333396911621,2.5e-05
28,0.010129223577678204,0.9971428513526917,0.009846742264926434,0.9971428513526917,2.5e-05
29,0.007373117841780186,0.9992856979370117,0.03935296833515167,0.9923809766769409,2.5e-05
30,0.006475208327174187,0.9985714554786682,0.014144844375550747,0.9942857027053833,2.5e-05
31,0.007381367031484842,0.9978571534156799,0.008748099207878113,0.9971428513526917,2.5e-05
32,0.004278854001313448,0.9992856979370117,0.008577096275985241,0.9961904883384705,2.5e-05
33,0.011999337002635002,0.993571400642395,0.011858259327709675,0.9961904883384705,2.5e-05
34,0.007488401141017675,0.9985714554786682,0.009304261766374111,0.9961904883384705,2.5e-05
35,0.00724271684885025,0.9978571534156799,0.009188257157802582,0.9952380657196045,2.5e-05
36,0.020681099966168404,0.9942857027053833,0.01731256954371929,0.9933333396911621,2.5e-05
37,0.007426244206726551,0.9964285492897034,0.007470856420695782,0.9971428513526917,2.5e-05
38,0.006400551646947861,0.9985714554786682,0.019087910652160645,0.9933333396911621,2.5e-05
39,0.015489931218326092,0.9921428561210632,0.031411536037921906,0.9895238280296326,2.5e-05
40,0.015856284648180008,0.9950000047683716,0.06528226286172867,0.9800000190734863,2.5e-05
41,0.021732524037361145,0.9921428561210632,0.03584959730505943,0.9857142567634583,2.5e-05
42,0.0211960282176733,0.993571400642395,0.034584950655698776,0.991428554058075,2.5e-05
43,0.005242129787802696,0.9992856979370117,0.02445007860660553,0.9933333396911621,1.25e-05
44,0.002782657742500305,1.0,0.022026479244232178,0.9923809766769409,1.25e-05
45,0.0018079846631735563,1.0,0.021716304123401642,0.991428554058075,1.25e-05
46,0.002289999509230256,1.0,0.019763978198170662,0.9933333396911621,1.25e-05
47,0.0017717735609039664,1.0,0.020707955583930016,0.9923809766769409,1.25e-05
48,0.000904153217561543,1.0,0.020717764273285866,0.9923809766769409,6.25e-06
49,0.0034272163175046444,0.9985714554786682,0.020558346062898636,0.991428554058075,6.25e-06
